# P90_CSV_VERSION=1.0
EndOfPeriodUTC (dd/mm/yyyy HH:mm),SolarAzimuth (degrees),SolarZenith (degrees),AmbientTemp (celsius),DHI (W/m2),GHI (W/m2),DNI (W/m2),WS (m/s),Tilt (degrees)
03/04/1990 07:00,0.0,0.0,21.450006103515648,3.9000000953674316,3.9000000953674316,0.0,5.239999771118164,0.0
03/04/1990 08:00,0.0,0.0,21.110009765625023,0.0,0.0,0.0,5.519999980926514,0.0
03/04/1990 09:00,0.0,0.0,21.179986572265648,0.0,0.0,0.0,6.480000019073486,0.0
03/04/1990 10:00,0.0,0.0,21.110009765625023,0.0,0.0,0.0,6.550000190734863,0.0
03/04/1990 11:00,0.0,0.0,21.189996337890648,0.0,0.0,0.0,7.380000114440918,0.0
03/04/1990 12:00,0.0,0.0,21.179986572265648,0.0,0.0,0.0,7.239999771118164,0.0
03/04/1990 13:00,0.0,0.0,21.070001220703148,0.0,0.0,0.0,7.03000020980835,0.0
03/04/1990 14:00,0.0,0.0,20.980004882812523,0.0,0.0,0.0,7.03000020980835,0.0
03/04/1990 15:00,0.0,0.0,21.050012207031273,0.0,0.0,0.0,7.099999904632568,0.0
03/04/1990 16:00,0.0,0.0,21.089990234375023,0.0,0.0,0.0,6.829999923706055,0.0
03/04/1990 17:00,0.0,0.0,21.219995117187523,0.0,0.0,0.0,7.380000114440918,0.0
03/04/1990 18:00,0.0,0.0,21.420007324218773,0.0,0.0,0.0,8.40999984741211,0.0
03/04/1990 19:00,0.0,0.0,21.589990234375023,0.0,0.0,0.0,8.6899995803833,0.0
03/04/1990 20:00,0.0,0.0,21.490014648437523,0.0,0.0,0.0,8.40999984741211,0.0
03/04/1990 21:00,0.0,0.0,21.649987792968773,50.400001525878906,85.0999984741211,212.74000549316406,7.659999847412109,0.0
03/04/1990 22:00,0.0,0.0,21.020013427734398,94.5,181.75,241.08999633789062,6.760000228881836,0.0
03/04/1990 23:00,0.0,0.0,21.649987792968773,90.94999694824219,554.5999755859375,871.1400146484375,6.550000190734863,0.0
04/04/1990 00:00,0.0,0.0,23.249993896484398,100.5999984741211,683.5,884.6599731445312,7.309999942779541,0.0
04/04/1990 01:00,0.0,0.0,23.999993896484398,90.19999694824219,796.0999755859375,953.989990234375,7.659999847412109,0.0
04/04/1990 02:00,0.0,0.0,24.379998779296898,88.6500015258789,798.9500122070312,926.6300048828125,8.619999885559082,0.0
04/04/1990 03:00,0.0,0.0,24.279992675781273,85.05000305175781,739.7000122070312,888.4099731445312,9.3100004196167,0.0
04/04/1990 04:00,0.0,0.0,24.200006103515648,78.44999694824219,614.9500122070312,821.6400146484375,9.239999771118164,0.0
04/04/1990 05:00,0.0,0.0,23.890008544921898,69.0,430.95001220703125,695.3499755859375,8.550000190734863,0.0
04/04/1990 06:00,0.0,0.0,22.909997558593773,50.45000076293945,219.89999389648438,486.1000061035156,8.34000015258789,0.0
04/04/1990 07:00,0.0,0.0,22.399987792968773,13.699999809265137,35.849998474121094,148.77999877929688,7.71999979019165,0.0
04/04/1990 08:00,0.0,0.0,21.330010986328148,0.0,0.0,0.0,7.449999809265137,0.0
04/04/1990 09:00,0.0,0.0,20.760003662109398,0.0,0.0,0.0,6.900000095367432,0.0
04/04/1990 10:00,0.0,0.0,19.719995117187523,0.0,0.0,0.0,4.900000095367432,0.0
04/04/1990 11:00,0.0,0.0,19.129998779296898,0.0,0.0,0.0,4.829999923706055,0.0
04/04/1990 12:00,0.0,0.0,18.409997558593773,0.0,0.0,0.0,4.96999979019165,0.0
04/04/1990 13:00,0.0,0.0,18.200006103515648,0.0,0.0,0.0,5.170000076293945,0.0
04/04/1990 14:00,0.0,0.0,17.850000000000023,0.0,0.0,0.0,5.590000152587891,0.0
04/04/1990 15:00,0.0,0.0,17.420007324218773,0.0,0.0,0.0,6.0,0.0
04/04/1990 16:00,0.0,0.0,17.240014648437523,0.0,0.0,0.0,5.860000133514404,0.0
04/04/1990 17:00,0.0,0.0,16.800012207031273,0.0,0.0,0.0,5.590000152587891,0.0
04/04/1990 18:00,0.0,0.0,16.300012207031273,0.0,0.0,0.0,5.449999809265137,0.0
04/04/1990 19:00,0.0,0.0,16.119989013671898,0.0,0.0,0.0,5.449999809265137,0.0
04/04/1990 20:00,0.0,0.0,15.899987792968773,0.0,0.0,0.0,5.309999942779541,0.0
04/04/1990 21:00,0.0,0.0,15.749993896484398,52.20000076293945,221.1999969482422,1053.97998046875,5.03000020980835,0.0
04/04/1990 22:00,0.0,0.0,17.059991455078148,69.25,428.79998779296875,1001.8800048828125,4.900000095367432,0.0
04/04/1990 23:00,0.0,0.0,17.730004882812523,77.44999694824219,606.5,1000.239990234375,5.03000020980835,0.0
05/04/1990 00:00,0.0,0.0,18.570001220703148,82.5,735.7999877929688,997.02001953125,4.760000228881836,0.0
05/04/1990 01:00,0.0,0.0,19.300012207031273,86.5,797.9000244140625,966.6099853515625,4.619999885559082,0.0
05/04/1990 02:00,0.0,0.0,20.619989013671898,85.69999694824219,800.0499877929688,937.1300048828125,4.070000171661377,0.0
05/04/1990 03:00,0.0,0.0,21.770013427734398,82.0,731.5499877929688,886.9500122070312,3.5199999809265137,0.0
05/04/1990 04:00,0.0,0.0,22.360009765625023,74.3499984741211,605.1500244140625,818.8499755859375,2.9700000286102295,0.0
05/04/1990 05:00,0.0,0.0,22.679986572265648,70.75,419.25,675.8300170898438,2.690000057220459,0.0
05/04/1990 06:00,0.0,0.0,22.300012207031273,49.45000076293945,213.25,476.6000061035156,2.3399999141693115,0.0
05/04/1990 07:00,0.0,0.0,21.890008544921898,12.899999618530273,33.150001525878906,140.6199951171875,2.4100000858306885,0.0
05/04/1990 08:00,0.0,0.0,20.429986572265648,0.0,0.0,0.0,3.7899999618530273,0.0
05/04/1990 09:00,0.0,0.0,19.860009765625023,0.0,0.0,0.0,5.380000114440918,0.0
05/04/1990 10:00,0.0,0.0,18.980004882812523,0.0,0.0,0.0,5.099999904632568,0.0
05/04/1990 11:00,0.0,0.0,18.339990234375023,0.0,0.0,0.0,4.96999979019165,0.0
05/04/1990 12:00,0.0,0.0,17.300012207031273,0.0,0.0,0.0,4.619999885559082,0.0
05/04/1990 13:00,0.0,0.0,17.399987792968773,0.0,0.0,0.0,4.28000020980835,0.0
05/04/1990 14:00,0.0,0.0,17.260003662109398,0.0,0.0,0.0,4.340000152587891,0.0
05/04/1990 15:00,0.0,0.0,16.850000000000023,0.0,0.0,0.0,4.550000190734863,0.0
05/04/1990 16:00,0.0,0.0,16.610009765625023,0.0,0.0,0.0,5.03000020980835,0.0
05/04/1990 17:00,0.0,0.0,16.399987792968773,0.0,0.0,0.0,5.449999809265137,0.0
05/04/1990 18:00,0.0,0.0,16.110009765625023,0.0,0.0,0.0,5.519999980926514,0.0
05/04/1990 19:00,0.0,0.0,16.020013427734398,0.0,0.0,0.0,5.170000076293945,0.0
05/04/1990 20:00,0.0,0.0,15.719995117187523,0.0,0.0,0.0,4.619999885559082,0.0
05/04/1990 21:00,0.0,0.0,15.600000000000023,52.20000076293945,215.5,1036.3199462890625,4.210000038146973,0.0
05/04/1990 22:00,0.0,0.0,17.520013427734398,82.19999694824219,408.04998779296875,915.6900024414062,3.380000114440918,0.0
05/04/1990 23:00,0.0,0.0,18.360009765625023,113.6500015258789,550.0,830.2000122070312,3.0999999046325684,0.0
06/04/1990 00:00,0.0,0.0,19.240014648437523,105.44999694824219,690.0499877929688,897.1900024414062,3.450000047683716,0.0
06/04/1990 01:00,0.0,0.0,19.820001220703148,112.69999694824219,723.4500122070312,834.3699951171875,3.309999942779541,0.0
06/04/1990 02:00,0.0,0.0,20.760003662109398,144.25,594.7999877929688,594.4099731445312,3.380000114440918,0.0
06/04/1990 03:00,0.0,0.0,21.119989013671898,227.1999969482422,463.75,325.0199890136719,3.0299999713897705,0.0
06/04/1990 04:00,0.0,0.0,20.990014648437523,206.60000610351562,339.3500061035156,206.3000030517578,3.5199999809265137,0.0
06/04/1990 05:00,0.0,0.0,20.670007324218773,108.5999984741211,269.54998779296875,315.0899963378906,5.170000076293945,0.0
06/04/1990 06:00,0.0,0.0,19.879998779296898,47.650001525878906,110.5999984741211,185.80999755859375,6.0,0.0
06/04/1990 07:00,0.0,0.0,19.439996337890648,11.149999618530273,21.700000762939453,75.80999755859375,6.210000038146973,0.0
06/04/1990 08:00,0.0,0.0,18.580010986328148,0.0,0.0,0.0,6.340000152587891,0.0
06/04/1990 09:00,0.0,0.0,18.040002441406273,0.0,0.0,0.0,6.409999847412109,0.0
06/04/1990 10:00,0.0,0.0,18.270013427734398,0.0,0.0,0.0,6.139999866485596,0.0
06/04/1990 11:00,0.0,0.0,17.980004882812523,0.0,0.0,0.0,5.789999961853027,0.0
06/04/1990 12:00,0.0,0.0,17.800012207031273,0.0,0.0,0.0,5.380000114440918,0.0
06/04/1990 13:00,0.0,0.0,17.749993896484398,0.0,0.0,0.0,5.099999904632568,0.0
06/04/1990 14:00,0.0,0.0,17.700006103515648,0.0,0.0,0.0,5.03000020980835,0.0
06/04/1990 15:00,0.0,0.0,17.450006103515648,0.0,0.0,0.0,5.170000076293945,0.0
06/04/1990 16:00,0.0,0.0,17.369989013671898,0.0,0.0,0.0,5.590000152587891,0.0
06/04/1990 17:00,0.0,0.0,17.189996337890648,0.0,0.0,0.0,5.659999847412109,0.0
06/04/1990 18:00,0.0,0.0,17.189996337890648,0.0,0.0,0.0,5.239999771118164,0.0
06/04/1990 19:00,0.0,0.0,17.200006103515648,0.0,0.0,0.0,5.170000076293945,0.0
06/04/1990 20:00,0.0,0.0,17.209985351562523,0.0,0.0,0.0,5.239999771118164,0.0
06/04/1990 21:00,0.0,0.0,17.270013427734398,63.54999923706055,137.85000610351562,479.9599914550781,5.380000114440918,0.0
06/04/1990 22:00,0.0,0.0,18.330010986328148,118.9000015258789,237.4499969482422,336.010009765625,5.03000020980835,0.0
06/04/1990 23:00,0.0,0.0,18.740014648437523,120.44999694824219,405.8999938964844,546.5700073242188,5.380000114440918,0.0
07/04/1990 00:00,0.0,0.0,18.899987792968773,170.14999389648438,439.3500061035156,415.489990234375,5.71999979019165,0.0
07/04/1990 01:00,0.0,0.0,18.909997558593773,186.35000610351562,541.4000244140625,487.7099914550781,5.449999809265137,0.0
07/04/1990 02:00,0.0,0.0,19.089990234375023,210.9499969482422,525.5,417.3500061035156,5.170000076293945,0.0
07/04/1990 03:00,0.0,0.0,19.010003662109398,188.6999969482422,461.1499938964844,376.70001220703125,4.690000057220459,0.0
07/04/1990 04:00,0.0,0.0,19.100000000000023,202.8000030517578,301.75,154.91000366210938,4.340000152587891,0.0
07/04/1990 05:00,0.0,0.0,19.070001220703148,136.35000610351562,158.35000610351562,43.47999954223633,4.139999866485596,0.0
07/04/1990 06:00,0.0,0.0,18.740014648437523,69.3499984741211,125.5,168.16000366210938,4.28000020980835,0.0
