# P90_CSV_VERSION=1.0
EndOfPeriodUTC (dd/mm/yyyy HH:mm),SolarAzimuth (degrees),SolarZenith (degrees),AmbientTemp (celsius),DHI (W/m2),GHI (W/m2),DNI (W/m2),WS (m/s),Tilt (degrees)
03/01/1990 15:00,0.0,0.0,20.070001220703148,0.0,0.0,0.0,5.590000152587891,0.0
03/01/1990 16:00,0.0,0.0,20.040002441406273,0.0,0.0,0.0,5.71999979019165,0.0
03/01/1990 17:00,0.0,0.0,19.959985351562523,0.0,0.0,0.0,5.71999979019165,0.0
03/01/1990 18:00,0.0,0.0,19.770013427734398,0.0,0.0,0.0,5.449999809265137,0.0
03/01/1990 19:00,0.0,0.0,19.700006103515648,22.200000762939453,22.200000762939453,0.0,5.449999809265137,0.0
03/01/1990 20:00,0.0,0.0,19.800012207031273,78.94999694824219,141.35000610351562,286.2200012207031,5.590000152587891,0.0
03/01/1990 21:00,0.0,0.0,19.809991455078148,156.0,305.70001220703125,359.8399963378906,5.71999979019165,0.0
03/01/1990 22:00,0.0,0.0,20.129998779296898,183.39999389648438,330.6499938964844,245.25,3.930000066757202,0.0
03/01/1990 23:00,0.0,0.0,20.249993896484398,296.6499938964844,319.75,30.450000762939453,3.7200000286102295,0.0
04/01/1990 00:00,0.0,0.0,20.420007324218773,277.1000061035156,280.0,3.299999952316284,3.6600000858306885,0.0
04/01/1990 01:00,0.0,0.0,20.830010986328148,364.25,380.25,16.75,3.859999895095825,0.0
04/01/1990 02:00,0.0,0.0,21.149987792968773,341.79998779296875,419.1000061035156,78.77999877929688,4.0,0.0
04/01/1990 03:00,0.0,0.0,21.709985351562523,387.54998779296875,428.29998779296875,42.66999816894531,4.28000020980835,0.0
04/01/1990 04:00,0.0,0.0,21.760003662109398,350.54998779296875,521.0499877929688,194.11000061035156,4.760000228881836,0.0
04/01/1990 05:00,0.0,0.0,22.059991455078148,228.89999389648438,535.0499877929688,404.6300048828125,5.239999771118164,0.0
04/01/1990 06:00,0.0,0.0,21.959985351562523,178.14999389648438,359.79998779296875,303.7900085449219,5.03000020980835,0.0
04/01/1990 07:00,0.0,0.0,21.899987792968773,69.80000305175781,267.54998779296875,478.57000732421875,4.619999885559082,0.0
04/01/1990 08:00,0.0,0.0,21.700006103515648,30.850000381469727,79.0999984741211,224.42999267578125,4.28000020980835,0.0
04/01/1990 09:00,0.0,0.0,21.679986572265648,0.4000000059604645,0.4000000059604645,0.0,4.340000152587891,0.0
04/01/1990 10:00,0.0,0.0,20.249993896484398,0.0,0.0,0.0,2.8299999237060547,0.0
04/01/1990 11:00,0.0,0.0,19.980004882812523,0.0,0.0,0.0,2.0,0.0
04/01/1990 12:00,0.0,0.0,19.360009765625023,0.0,0.0,0.0,1.5199999809265137,0.0
04/01/1990 13:00,0.0,0.0,19.469995117187523,0.0,0.0,0.0,1.1699999570846558,0.0
04/01/1990 14:00,0.0,0.0,19.409997558593773,0.0,0.0,0.0,0.6200000047683716,0.0
04/01/1990 15:00,0.0,0.0,19.020013427734398,0.0,0.0,0.0,0.4099999964237213,0.0
04/01/1990 16:00,0.0,0.0,18.740014648437523,0.0,0.0,0.0,0.4099999964237213,0.0
04/01/1990 17:00,0.0,0.0,18.300012207031273,0.0,0.0,0.0,0.9700000286102295,0.0
04/01/1990 18:00,0.0,0.0,17.939996337890648,0.0,0.0,0.0,1.309999942779541,0.0
04/01/1990 19:00,0.0,0.0,17.999993896484398,30.100000381469727,30.100000381469727,0.0,1.590000033378601,0.0
04/01/1990 20:00,0.0,0.0,18.899987792968773,75.25,241.1999969482422,769.52001953125,1.659999966621399,0.0
04/01/1990 21:00,0.0,0.0,19.159997558593773,96.6500015258789,473.1000061035156,909.6199951171875,1.4500000476837158,0.0
04/01/1990 22:00,0.0,0.0,20.629998779296898,100.25,691.1500244140625,987.260009765625,2.3399999141693115,0.0
04/01/1990 23:00,0.0,0.0,21.369989013671898,111.44999694824219,863.4000244140625,993.219970703125,2.4100000858306885,0.0
05/01/1990 00:00,0.0,0.0,22.379998779296898,115.19999694824219,987.8499755859375,994.4199829101562,2.8299999237060547,0.0
05/01/1990 01:00,0.0,0.0,23.230004882812523,123.1500015258789,1040.949951171875,961.6599731445312,3.6600000858306885,0.0
05/01/1990 02:00,0.0,0.0,23.399987792968773,126.5999984741211,1022.0999755859375,913.0399780273438,4.829999923706055,0.0
05/01/1990 03:00,0.0,0.0,23.670007324218773,150.0500030517578,860.0499877929688,743.489990234375,5.929999828338623,0.0
05/01/1990 04:00,0.0,0.0,23.719995117187523,152.5,771.0499877929688,703.969970703125,6.829999923706055,0.0
05/01/1990 05:00,0.0,0.0,23.529992675781273,126.0999984741211,580.1500244140625,599.72998046875,7.309999942779541,0.0
05/01/1990 06:00,0.0,0.0,22.909997558593773,104.80000305175781,411.20001220703125,511.9200134277344,7.380000114440918,0.0
05/01/1990 07:00,0.0,0.0,22.909997558593773,64.55000305175781,269.0,494.0899963378906,7.239999771118164,0.0
05/01/1990 08:00,0.0,0.0,22.730004882812523,30.700000762939453,80.25,229.97999572753906,7.099999904632568,0.0
05/01/1990 09:00,0.0,0.0,22.869989013671898,0.4000000059604645,0.4000000059604645,0.0,6.340000152587891,0.0
05/01/1990 10:00,0.0,0.0,22.040002441406273,0.0,0.0,0.0,5.380000114440918,0.0
05/01/1990 11:00,0.0,0.0,21.879998779296898,0.0,0.0,0.0,4.340000152587891,0.0
05/01/1990 12:00,0.0,0.0,21.320001220703148,0.0,0.0,0.0,3.450000047683716,0.0
05/01/1990 13:00,0.0,0.0,21.209985351562523,0.0,0.0,0.0,3.309999942779541,0.0
05/01/1990 14:00,0.0,0.0,21.080010986328148,0.0,0.0,0.0,3.380000114440918,0.0
05/01/1990 15:00,0.0,0.0,20.999993896484398,0.0,0.0,0.0,3.5899999141693115,0.0
05/01/1990 16:00,0.0,0.0,21.439996337890648,0.0,0.0,0.0,3.380000114440918,0.0
05/01/1990 17:00,0.0,0.0,21.249993896484398,0.0,0.0,0.0,3.1700000762939453,0.0
05/01/1990 18:00,0.0,0.0,20.879998779296898,0.0,0.0,0.0,2.690000057220459,0.0
05/01/1990 19:00,0.0,0.0,20.749993896484398,28.350000381469727,28.350000381469727,0.0,2.690000057220459,0.0
05/01/1990 20:00,0.0,0.0,21.050012207031273,65.5999984741211,263.5,928.0700073242188,2.9000000953674316,0.0
05/01/1990 21:00,0.0,0.0,21.020013427734398,87.19999694824219,480.75,956.0399780273438,3.240000009536743,0.0
05/01/1990 22:00,0.0,0.0,22.709985351562523,114.8499984741211,660.4000244140625,914.4199829101562,2.549999952316284,0.0
05/01/1990 23:00,0.0,0.0,23.320001220703148,115.30000305175781,856.9000244140625,981.5800170898438,2.619999885559082,0.0
06/01/1990 00:00,0.0,0.0,24.550012207031273,113.6500015258789,984.7000122070312,993.9500122070312,3.1700000762939453,0.0
06/01/1990 01:00,0.0,0.0,25.170007324218773,113.5999984741211,1045.6500244140625,977.4099731445312,4.210000038146973,0.0
06/01/1990 02:00,0.0,0.0,25.490014648437523,139.10000610351562,980.0999755859375,857.8200073242188,5.03000020980835,0.0
06/01/1990 03:00,0.0,0.0,26.320001220703148,160.60000610351562,902.2999877929688,776.72998046875,5.71999979019165,0.0
06/01/1990 04:00,0.0,0.0,26.559991455078148,125.30000305175781,793.75,760.5700073242188,6.829999923706055,0.0
06/01/1990 05:00,0.0,0.0,26.800012207031273,144.3000030517578,651.1500244140625,669.0999755859375,7.71999979019165,0.0
06/01/1990 06:00,0.0,0.0,26.659997558593773,86.69999694824219,487.04998779296875,668.3200073242188,8.210000038146973,0.0
06/01/1990 07:00,0.0,0.0,26.749993896484398,66.0999984741211,270.25,492.7699890136719,8.279999732971191,0.0
06/01/1990 08:00,0.0,0.0,26.640008544921898,29.350000381469727,78.69999694824219,228.63999938964844,8.140000343322754,0.0
06/01/1990 09:00,0.0,0.0,26.830010986328148,0.4000000059604645,0.4000000059604645,0.0,8.140000343322754,0.0
06/01/1990 10:00,0.0,0.0,25.719995117187523,0.0,0.0,0.0,7.309999942779541,0.0
06/01/1990 11:00,0.0,0.0,25.499993896484398,0.0,0.0,0.0,7.170000076293945,0.0
06/01/1990 12:00,0.0,0.0,24.920007324218773,0.0,0.0,0.0,6.550000190734863,0.0
06/01/1990 13:00,0.0,0.0,24.719995117187523,0.0,0.0,0.0,6.139999866485596,0.0
06/01/1990 14:00,0.0,0.0,24.339990234375023,0.0,0.0,0.0,5.71999979019165,0.0
06/01/1990 15:00,0.0,0.0,23.600000000000023,0.0,0.0,0.0,4.409999847412109,0.0
06/01/1990 16:00,0.0,0.0,23.339990234375023,0.0,0.0,0.0,3.7200000286102295,0.0
06/01/1990 17:00,0.0,0.0,23.129998779296898,0.0,0.0,0.0,4.070000171661377,0.0
06/01/1990 18:00,0.0,0.0,22.879998779296898,0.0,0.0,0.0,4.0,0.0
06/01/1990 19:00,0.0,0.0,22.830010986328148,26.899999618530273,26.899999618530273,0.0,3.6600000858306885,0.0
06/01/1990 20:00,0.0,0.0,23.570001220703148,63.04999923706055,261.6000061035156,942.010009765625,3.5899999141693115,0.0
06/01/1990 21:00,0.0,0.0,24.339990234375023,81.75,478.79998779296875,969.8499755859375,3.859999895095825,0.0
06/01/1990 22:00,0.0,0.0,28.429986572265648,93.8499984741211,685.7000122070312,995.2899780273438,4.0,0.0
06/01/1990 23:00,0.0,0.0,30.249993896484398,102.0999984741211,859.4500122070312,1004.5399780273438,4.0,0.0
07/01/1990 00:00,0.0,0.0,32.02999267578127,107.4000015258789,982.5499877929688,1000.030029296875,3.240000009536743,0.0
07/01/1990 01:00,0.0,0.0,32.95000610351565,141.14999389648438,934.8499755859375,833.0399780273438,2.2799999713897705,0.0
